CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_COMP	L_COMPSUBJ	L_COMPREST	L_MATRV2CC	L_MATRBE4S	L_MATRSUBJ	L_MATRS2V	DPCW	DPWC	SURPRISAL
2869	ICE-GB	S2B-002	say	absent	obj	English	spoken	94	4	90	0	0	10	0	-0.0032426389	-0.0076675563	5.1623347769
2870	ICLE	GESA4001	say	present	obj	German	written	108	4	104	0	0	3	0	-0.0032426389	-0.0076675563	6.5615420471
2871	ICLE	SPM04049	say	present	obj	Spanish	written	179	22	157	0	9	2	4	-0.0032426389	-0.0076675563	6.5615420471
2872	ICE-GB	S2A-064	say	present	obj	English	spoken	162	15	147	0	7	1	0	-0.0032426389	-0.0076675563	6.5615420471
2873	ICLE	SPM05007	say	present	obj	Spanish	written	61	7	54	0	0	1	0	-0.0032426389	-0.0076675563	6.5615420471
2874	ICE-GB	S1B-024	say	absent	obj	English	spoken	38	4	34	0	0	3	0	-0.0032426389	-0.0076675563	6.5615420471
2875	ICLE	SPM09003	say	present	obj	Spanish	written	38	20	18	0	9	2	3	-0.0032426389	-0.0076675563	6.5615420471
2876	ICLE	SPM04043	say	present	obj	Spanish	written	33	14	19	0	0	1	4	-0.0032426389	-0.0076675563	6.5615420471
2877	ICLE	SPM09004	say	present	obj	Spanish	written	27	4	23	0	0	1	0	-0.0032426389	-0.0076675563	6.5615420471
2878	ICLE	SPM05019	say	present	obj	Spanish	written	47	11	36	0	0	2	3	-0.0032426389	-0.0076675563	6.5615420471
2879	ICLE	SPM05012	say	present	obj	Spanish	written	44	12	32	0	12	2	0	-0.0032426389	-0.0076675563	6.5615420471
2880	ICLE	GEAU3089	say	present	obj	German	written	53	15	38	0	0	4	0	-0.0032426389	-0.0076675563	6.5615420471
2881	ICE-GB	S1B-044	say	present	obj	English	spoken	69	4	65	0	0	9	0	-0.0032426389	-0.0076675563	6.5615420471
2882	ICLE	SPM08009	say	present	obj	Spanish	written	24	4	20	0	0	2	5	-0.0032426389	-0.0076675563	6.5615420471
2883	LINDSEI	SP022	say	absent	obj	Spanish	spoken	14	4	10	0	4	1	0	-0.0032426389	-0.0076675563	6.5615420471
2884	ICE-GB	S2B-004	say	absent	obj	English	spoken	29	19	10	0	0	14	0	-0.0032426389	-0.0076675563	9.4372839442
2885	ICLE	SPM03036	say	present	obj	Spanish	written	42	11	31	0	21	2	5	-0.0032426389	-0.0076675563	9.4372839442
2886	ICE-GB	S2B-009	say	absent	obj	English	spoken	56	21	35	0	0	13	0	-0.0032426389	-0.0076675563	9.4372839442
2887	ICLE	SPM09002	say	present	obj	Spanish	written	62	2	60	0	7	2	0	-0.0032426389	-0.0076675563	6.2940617363
2888	ICLE	SPM10008	say	present	obj	Spanish	written	44	2	42	0	88	2	10	-0.0032426389	-0.0076675563	6.2940617363
2889	ICE-GB	S1B-022	say	present	obj	English	spoken	62	2	60	0	0	1	0	-0.0032426389	-0.0076675563	6.2940617363
2890	ICLE	SPM02005	say	present	obj	Spanish	written	66	2	64	0	4	5	0	-0.0032426389	-0.0076675563	6.2940617363
2891	ICE-GB	S1A-090	say	present	obj	English	spoken	20	2	18	0	20	3	0	-0.0032426389	-0.0076675563	6.2940617363
2892	ICLE	SPM04042	say	present	obj	Spanish	written	23	2	21	0	22	2	3	-0.0032426389	-0.0076675563	6.2940617363
2893	ICE-GB	S1A-077	say	absent	obj	English	spoken	67	2	65	0	2	2	0	-0.0032426389	-0.0076675563	6.2940617363
2894	ICLE	SPM01017	say	present	obj	Spanish	written	30	2	28	0	0	4	0	-0.0032426389	-0.0076675563	6.2940617363
2895	ICE-GB	W2B-027	say	present	obj	English	written	21	2	19	0	0	3	0	-0.0032426389	-0.0076675563	6.2940617363
2896	ICLE	GEAU1017	say	present	obj	German	written	25	2	23	0	23	3	6	-0.0032426389	-0.0076675563	6.2940617363
2897	ICLE	GEBA1040	say	present	obj	German	written	35	2	33	0	0	3	0	-0.0032426389	-0.0076675563	6.2940617363
2898	ICE-GB	S2B-016	say	absent	obj	English	spoken	72	2	70	0	0	18	0	-0.0032426389	-0.0076675563	6.2940617363
2899	ICLE	SPM04042	say	present	obj	Spanish	written	16	3	13	0	0	2	0	-0.0032426389	-0.0076675563	6.2940617363
2900	LINDSEI	GE022	say	absent	obj	German	spoken	58	1	57	0	0	1	0	-0.0032426389	-0.0076675563	12.1237844713
2901	ICE-GB	S1A-076	say	present	obj	English	spoken	13	5	8	0	0	1	0	-0.0032426389	-0.0076675563	7.3228845714
2902	ICLE	GEAU3023	say	absent	obj	German	written	8	3	5	0	0	2	0	-0.0032426389	-0.0076675563	5.4709394983
2903	ICE-GB	S1A-091	say	absent	obj	English	spoken	13	3	10	0	0	6	0	-0.0032426389	-0.0076675563	5.4709394983
2904	ICE-GB	S1B-016	say	absent	obj	English	spoken	36	3	33	0	0	5	0	-0.0032426389	-0.0076675563	5.4709394983
2905	ICE-GB	S1B-043	say	absent	obj	English	spoken	18	3	15	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2906	ICE-GB	S1B-069	say	present	obj	English	spoken	8	3	5	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2907	ICE-GB	S1A-029	say	present	obj	English	spoken	57	3	54	0	0	2	0	-0.0032426389	-0.0076675563	5.4709394983
2908	ICE-GB	S1A-059	say	absent	obj	English	spoken	51	3	48	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2909	ICLE	GEAU3089	say	absent	obj	German	written	144	3	141	0	0	4	0	-0.0032426389	-0.0076675563	5.4709394983
2910	ICE-GB	W1B-015	say	present	obj	English	written	48	3	45	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2911	ICE-GB	S1A-089	say	absent	obj	English	spoken	19	3	16	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2912	LINDSEI	GE012	say	absent	obj	German	spoken	20	3	17	0	0	3	6	-0.0032426389	-0.0076675563	5.4709394983
2913	ICE-GB	S1A-094	say	present	obj	English	spoken	116	3	113	0	7	4	0	-0.0032426389	-0.0076675563	5.4709394983
2914	ICE-GB	S1A-060	say	absent	obj	English	spoken	24	3	21	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2915	ICE-GB	S1B-050	say	absent	obj	English	spoken	59	3	56	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2916	ICE-GB	S2B-009	say	absent	obj	English	spoken	41	3	38	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2917	ICE-GB	S1B-076	say	absent	obj	English	spoken	48	3	45	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2918	ICE-GB	S1A-050	say	absent	obj	English	spoken	51	3	48	0	0	6	0	-0.0032426389	-0.0076675563	5.4709394983
2919	ICE-GB	S1B-061	say	absent	obj	English	spoken	35	3	32	0	4	3	0	-0.0032426389	-0.0076675563	5.4709394983
2920	ICE-GB	S1B-066	say	present	obj	English	spoken	38	3	35	0	0	3	0	-0.0032426389	-0.0076675563	5.4709394983
2921	ICE-GB	S1B-035	say	absent	obj	English	spoken	79	5	74	0	0	3	0	-0.0032426389	-0.0076675563	6.6122582927
2922	ICE-GB	S1B-070	say	present	obj	English	spoken	167	5	162	0	0	3	6	-0.0032426389	-0.0076675563	6.6122582927
2923	ICE-GB	S1B-052	say	absent	obj	English	spoken	174	5	169	0	0	9	0	-0.0032426389	-0.0076675563	6.6122582927
2924	ICE-GB	S1B-039	say	present	obj	English	spoken	58	4	54	0	0	6	0	-0.0032426389	-0.0076675563	6.0396795164
2925	ICE-GB	S2B-012	say	present	obj	English	spoken	111	4	107	0	0	7	0	-0.0032426389	-0.0076675563	6.0396795164
2926	ICE-GB	S2B-014	say	absent	obj	English	spoken	59	4	55	0	0	47	0	-0.0032426389	-0.0076675563	6.0396795164
2927	ICE-GB	S2B-012	say	absent	obj	English	spoken	43	4	39	0	0	4	0	-0.0032426389	-0.0076675563	6.0396795164
2928	ICE-GB	S1A-053	say	absent	obj	English	spoken	30	4	26	0	0	47	0	-0.0032426389	-0.0076675563	6.0396795164
2929	ICE-GB	S2A-063	say	present	obj	English	spoken	169	4	165	0	0	1	0	-0.0032426389	-0.0076675563	6.2252351696
2930	ICE-GB	S1B-008	say	absent	obj	English	spoken	37	4	33	0	75	3	0	-0.0032426389	-0.0076675563	6.2252351696
2931	ICE-GB	S1A-053	say	present	obj	English	spoken	54	30	24	0	0	4	0	-0.0032426389	-0.0076675563	5.0125742862
2932	ICE-GB	S1B-072	say	present	obj	English	spoken	185	7	178	0	4	4	6	-0.0032426389	-0.0076675563	13.7635183384
2933	ICE-GB	S2B-016	say	present	obj	English	spoken	139	15	124	0	0	37	0	-0.0032426389	-0.0076675563	15.3484808391
2934	ICE-GB	S1B-027	say	absent	obj	English	spoken	26	2	24	0	4	2	0	-0.0032426389	-0.0076675563	4.3971961241
2935	ICE-GB	W2F-007	say	absent	obj	English	written	69	2	67	0	0	2	0	-0.0032426389	-0.0076675563	4.3971961241
2936	ICE-GB	S2B-004	say	absent	obj	English	spoken	81	2	79	0	0	25	0	-0.0032426389	-0.0076675563	4.3971961241
2937	LINDSEI	SP048	say	absent	obj	Spanish	spoken	15	2	13	0	0	2	0	-0.0032426389	-0.0076675563	4.3971961241
2938	ICE-GB	W2B-005	say	present	obj	English	written	21	2	19	0	0	6	0	-0.0032426389	-0.0076675563	4.3971961241
2939	ICE-GB	S2B-021	say	absent	obj	English	spoken	15	2	13	0	0	2	0	-0.0032426389	-0.0076675563	4.3971961241
2940	ICLE	GEAU1017	say	absent	obj	German	written	47	2	45	0	9	47	0	-0.0032426389	-0.0076675563	4.3971961241
2941	LINDSEI	GE041	say	present	obj	German	spoken	34	2	32	0	0	3	0	-0.0032426389	-0.0076675563	4.3971961241
2942	ICE-GB	S2B-008	say	absent	obj	English	spoken	101	2	99	0	0	25	0	-0.0032426389	-0.0076675563	4.3971961241
2943	LINDSEI	SP011	say	absent	obj	Spanish	spoken	38	2	36	0	12	2	0	-0.0032426389	-0.0076675563	4.3971961241
2944	ICE-GB	S2B-001	say	absent	obj	English	spoken	105	2	103	0	0	12	0	-0.0032426389	-0.0076675563	4.3971961241
2945	ICE-GB	W1B-014	say	absent	obj	English	written	64	2	62	0	0	9	0	-0.0032426389	-0.0076675563	4.3971961241
2946	ICLE	GEAU2016	say	absent	obj	German	written	88	2	86	0	0	5	0	-0.0032426389	-0.0076675563	4.3971961241
2947	ICE-GB	S1B-001	say	present	obj	English	spoken	21	2	19	0	0	2	0	-0.0032426389	-0.0076675563	4.3971961241
2948	ICLE	GEAU1099	say	absent	obj	German	written	33	2	31	0	0	2	0	-0.0032426389	-0.0076675563	4.3971961241
2949	ICE-GB	S1A-090	say	absent	obj	English	spoken	31	2	29	0	0	3	0	-0.0032426389	-0.0076675563	4.3971961241
2950	ICE-GB	S1A-100	say	present	obj	English	spoken	91	2	89	0	0	28	0	-0.0032426389	-0.0076675563	4.3971961241
2951	ICE-GB	W2F-003	say	absent	obj	English	written	27	1	26	0	0	5	0	-0.0032426389	-0.0076675563	4.9159389387
2952	ICLE	GESA5010	say	present	obj	German	written	60	1	59	0	0	3	0	-0.0032426389	-0.0076675563	4.9159389387
2953	ICE-GB	S1A-093	say	absent	obj	English	spoken	39	1	38	0	0	3	0	-0.0032426389	-0.0076675563	4.9159389387
2954	LINDSEI	SP006	say	absent	obj	Spanish	spoken	41	1	40	0	0	3	0	-0.0032426389	-0.0076675563	4.9159389387
2955	ICE-GB	S1A-047	say	absent	obj	English	spoken	67	1	66	0	0	2	0	-0.0032426389	-0.0076675563	4.9159389387
2956	ICLE	GESA5010	say	present	obj	German	written	80	1	79	0	0	3	4	-0.0032426389	-0.0076675563	4.9159389387
2957	ICE-GB	S2B-016	say	absent	obj	English	spoken	31	2	29	0	0	2	0	-0.0032426389	-0.0076675563	7.6070138527
2958	ICE-GB	S1B-013	say	absent	obj	English	spoken	69	2	67	0	34	2	0	-0.0032426389	-0.0076675563	3.8591345984
2959	ICE-GB	S2A-002	say	absent	obj	English	spoken	69	2	67	0	0	11	0	-0.0032426389	-0.0076675563	3.8591345984
2960	ICE-GB	S1A-050	say	absent	obj	English	spoken	47	2	45	0	0	3	0	-0.0032426389	-0.0076675563	3.8591345984
2961	ICE-GB	S2B-015	say	absent	obj	English	spoken	84	2	82	0	10	20	0	-0.0032426389	-0.0076675563	3.8591345984
2962	ICE-GB	S2A-002	say	absent	obj	English	spoken	189	2	187	0	0	11	0	-0.0032426389	-0.0076675563	3.8591345984
2963	ICE-GB	S2B-016	say	absent	obj	English	spoken	95	2	93	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2964	ICE-GB	S2B-002	say	absent	obj	English	spoken	27	2	25	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2965	ICE-GB	W2C-015	say	absent	obj	English	written	128	2	126	0	14	2	0	-0.0032426389	-0.0076675563	3.8591345984
2966	LINDSEI	SP006	say	absent	obj	Spanish	spoken	52	2	50	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2967	ICE-GB	S1A-043	say	absent	obj	English	spoken	66	2	64	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2968	ICE-GB	S1A-083	say	absent	obj	English	spoken	85	2	83	0	0	3	0	-0.0032426389	-0.0076675563	3.8591345984
2969	ICE-GB	S2B-015	say	absent	obj	English	spoken	58	2	56	0	0	27	0	-0.0032426389	-0.0076675563	3.8591345984
2970	ICE-GB	S2A-064	say	present	obj	English	spoken	37	2	35	0	0	7	0	-0.0032426389	-0.0076675563	3.8591345984
2971	ICE-GB	S2B-015	say	absent	obj	English	spoken	58	2	56	0	0	27	0	-0.0032426389	-0.0076675563	3.8591345984
2972	ICE-GB	S1B-026	say	absent	obj	English	spoken	29	2	27	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2973	ICE-GB	S2B-014	say	absent	obj	English	spoken	28	2	26	0	0	7	0	-0.0032426389	-0.0076675563	3.8591345984
2974	LINDSEI	GE008	say	absent	obj	German	spoken	23	2	21	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2975	ICE-GB	S2A-002	say	absent	obj	English	spoken	18	2	16	0	0	11	0	-0.0032426389	-0.0076675563	3.8591345984
2976	LINDSEI	GE017	say	absent	obj	German	spoken	13	2	11	0	0	3	0	-0.0032426389	-0.0076675563	3.8591345984
2977	ICE-GB	S2B-016	say	absent	obj	English	spoken	78	2	76	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2978	ICE-GB	W1A-012	say	present	obj	English	written	63	2	61	0	0	2	0	-0.0032426389	-0.0076675563	3.8591345984
2979	ICE-GB	W2C-015	say	absent	obj	English	written	51	2	49	0	7	2	0	-0.0032426389	-0.0076675563	3.8591345984
2980	ICLE	GEAU3048	say	present	obj	German	written	73	3	70	0	0	9	0	-0.0032426389	-0.0076675563	5.623966986
2981	ICE-GB	S1B-011	say	present	obj	English	spoken	11	3	8	0	63	10	0	-0.0032426389	-0.0076675563	5.623966986
2982	ICE-GB	S1A-007	say	absent	obj	English	spoken	58	3	55	0	0	3	0	-0.0032426389	-0.0076675563	5.623966986
2983	ICE-GB	S1A-039	say	absent	obj	English	spoken	51	3	48	0	4	3	0	-0.0032426389	-0.0076675563	5.623966986
2984	ICE-GB	S2B-015	say	absent	obj	English	spoken	86	3	83	0	0	3	0	-0.0032426389	-0.0076675563	5.623966986
2985	ICE-GB	S1B-002	say	present	obj	English	spoken	107	23	84	0	0	13	0	-0.0032426389	-0.0076675563	3.9508062061
2986	ICLE	GEBA1032	say	absent	obj	German	written	84	57	27	0	2	23	0	-0.0032426389	-0.0076675563	3.9508062061
2987	ICE-GB	S1B-002	say	present	obj	English	spoken	34	8	26	0	0	22	0	-0.0032426389	-0.0076675563	3.9508062061
2988	ICE-GB	S2B-006	say	absent	obj	English	spoken	40	11	29	0	0	68	0	-0.0032426389	-0.0076675563	3.9508062061
2989	ICLE	GEAU3048	say	present	obj	German	written	63	15	48	0	7	22	0	-0.0032426389	-0.0076675563	3.9508062061
2990	ICE-GB	S2B-008	say	absent	obj	English	spoken	167	12	155	0	0	14	0	-0.0032426389	-0.0076675563	3.9508062061
2991	ICE-GB	S2B-018	say	absent	obj	English	spoken	49	27	22	0	0	6	0	-0.0032426389	-0.0076675563	3.9508062061
2992	ICLE	GEAU3048	say	present	obj	German	written	79	15	64	0	0	22	0	-0.0032426389	-0.0076675563	3.9508062061
2993	ICE-GB	S2B-015	say	absent	obj	English	spoken	111	13	98	0	7	73	0	-0.0032426389	-0.0076675563	3.9508062061
2994	ICE-GB	S2A-036	say	present	obj	English	spoken	188	92	96	0	0	7	0	-0.0032426389	-0.0076675563	3.9508062061
2995	ICE-GB	S1A-078	say	present	obj	English	spoken	50	14	36	0	0	2	0	-0.0032426389	-0.0076675563	3.9508062061
2996	ICE-GB	S2B-011	say	absent	obj	English	spoken	62	11	51	0	0	2	0	-0.0032426389	-0.0076675563	3.9508062061
2997	LINDSEI	SP013	say	present	obj	Spanish	spoken	34	23	11	0	0	3	0	-0.0032426389	-0.0076675563	3.9508062061
2998	ICE-GB	S2B-017	say	absent	obj	English	spoken	129	12	117	0	0	30	0	-0.0032426389	-0.0076675563	3.9508062061
2999	ICE-GB	S2B-017	say	absent	obj	English	spoken	39	15	24	0	0	31	0	-0.0032426389	-0.0076675563	3.9508062061
3000	ICE-GB	W1B-011	say	absent	obj	English	written	119	42	77	0	0	9	0	-0.0032426389	-0.0076675563	3.9508062061
3001	ICE-GB	W2C-017	say	absent	obj	English	written	80	25	55	0	0	47	0	-0.0032426389	-0.0076675563	3.9508062061
3002	ICE-GB	S2B-015	say	absent	obj	English	spoken	118	21	97	0	0	11	0	-0.0032426389	-0.0076675563	3.9508062061
3003	ICE-GB	S2B-015	say	absent	obj	English	spoken	38	12	26	0	0	8	3	-0.0032426389	-0.0076675563	3.9508062061
3004	ICE-GB	W2E-006	say	present	obj	English	written	40	17	23	0	4	2	0	-0.0032426389	-0.0076675563	3.9508062061
3005	ICE-GB	W2C-017	say	present	obj	English	written	97	5	92	0	0	15	0	-0.0032426389	-0.0076675563	6.2904891163
3006	LINDSEI	SP003	say	present	obj	Spanish	spoken	29	5	24	0	16	8	0	-0.0032426389	-0.0076675563	6.2904891163
3007	ICE-GB	S1B-033	say	present	obj	English	spoken	45	5	40	0	0	2	0	-0.0032426389	-0.0076675563	6.2904891163
3008	ICE-GB	S2B-015	say	absent	obj	English	spoken	68	5	63	0	0	3	0	-0.0032426389	-0.0076675563	6.2904891163
3009	ICE-GB	S2B-011	say	absent	obj	English	spoken	24	5	19	0	0	12	0	-0.0032426389	-0.0076675563	6.2904891163
3010	ICLE	GESA5020	say	present	obj	German	written	39	5	34	0	0	10	6	-0.0032426389	-0.0076675563	6.2904891163
3011	ICE-GB	W2F-003	say	absent	obj	English	written	20	4	16	0	0	2	0	-0.0032426389	-0.0076675563	6.1100760998
3012	ICE-GB	S1B-038	say	absent	obj	English	spoken	35	4	31	0	0	2	0	-0.0032426389	-0.0076675563	6.1100760998
3013	ICE-GB	W2B-015	say	absent	obj	English	written	39	4	35	0	2	7	0	-0.0032426389	-0.0076675563	6.1100760998
3014	ICE-GB	S2B-016	say	absent	obj	English	spoken	30	4	26	0	0	11	0	-0.0032426389	-0.0076675563	6.1100760998
3015	ICE-GB	S2B-015	say	absent	obj	English	spoken	133	4	129	0	10	20	0	-0.0032426389	-0.0076675563	6.1100760998
3016	ICE-GB	S2A-047	say	absent	obj	English	spoken	32	4	28	0	0	21	0	-0.0032426389	-0.0076675563	6.1100760998
3017	ICE-GB	W2B-038	say	absent	obj	English	written	103	4	99	0	0	6	0	-0.0032426389	-0.0076675563	7.3484808391
3018	ICE-GB	S2B-031	say	absent	obj	English	spoken	32	2	30	0	4	2	0	-0.0032426389	-0.0076675563	6.356958993
3019	ICE-GB	S1B-029	say	present	obj	English	spoken	96	27	69	0	0	2	0	-0.0032426389	-0.0076675563	7.5605782797
3020	ICE-GB	S1B-069	say	absent	obj	English	spoken	49	3	46	0	0	8	0	-0.0032426389	-0.0076675563	6.1124666472
3021	ICE-GB	S1A-057	say	absent	obj	English	spoken	42	3	39	0	0	2	0	-0.0032426389	-0.0076675563	6.1124666472
3022	ICE-GB	S1A-050	say	absent	obj	English	spoken	26	3	23	0	0	3	0	-0.0032426389	-0.0076675563	6.1124666472
3023	ICE-GB	S1A-047	say	absent	obj	English	spoken	38	3	35	0	0	3	0	-0.0032426389	-0.0076675563	6.1124666472
3024	LINDSEI	SP030	see	present	obj	Spanish	spoken	24	15	9	0	0	1	0	-0.0169914542	-0.2841124564	8.3507348119
3025	LINDSEI	SP035	see	absent	obj	Spanish	spoken	23	2	21	0	4	1	0	-0.0169914542	-0.2841124564	7.7747771245
3026	ICE-GB	S1A-052	see	absent	obj	English	spoken	58	2	56	0	0	3	0	-0.0169914542	-0.2841124564	7.7747771245
3027	ICLE	SPM01021	see	present	obj	Spanish	written	22	2	20	0	0	2	0	-0.0169914542	-0.2841124564	7.7747771245
3028	LINDSEI	SP046	see	absent	obj	Spanish	spoken	32	2	30	0	29	3	0	-0.0169914542	-0.2841124564	7.7747771245
3029	ICE-GB	W2E-003	see	present	obj	English	written	99	9	90	0	66	3	0	-0.0169914542	-0.2841124564	6.0638536642
3030	ICE-GB	S1A-054	see	present	obj	English	spoken	61	20	41	0	15	3	0	-0.0169914542	-0.2841124564	6.0638536642
3031	ICE-GB	S1A-058	see	absent	obj	English	spoken	29	1	28	0	0	3	0	-0.0169914542	-0.2841124564	6.819332556
3032	ICE-GB	S1A-077	see	absent	obj	English	spoken	83	1	82	0	0	3	0	-0.0169914542	-0.2841124564	6.819332556
3033	ICE-GB	S1A-045	see	absent	obj	English	spoken	126	3	123	0	0	1	0	-0.0169914542	-0.2841124564	5.2071237101
3034	ICE-GB	S1A-088	see	absent	obj	English	spoken	37	3	34	0	0	3	0	-0.0169914542	-0.2841124564	5.2071237101
3035	LINDSEI	SP011	see	present	obj	Spanish	spoken	61	2	59	0	0	4	0	-0.0169914542	-0.2841124564	4.9685287051
3036	ICLE	GESA5005	see	present	obj	German	written	13	2	11	0	0	1	0	-0.0169914542	-0.2841124564	4.9685287051
3037	ICLE	SPM03029	see	present	obj	Spanish	written	63	2	61	0	57	2	0	-0.0169914542	-0.2841124564	4.9685287051
3038	ICLE	SPM06009	see	present	obj	Spanish	written	55	2	53	0	27	2	3	-0.0169914542	-0.2841124564	4.9685287051
3039	ICLE	GEAU1072	see	absent	obj	German	written	52	2	50	0	8	3	5	-0.0169914542	-0.2841124564	4.9685287051
3040	ICLE	GEDR1013	see	present	obj	German	written	146	2	144	0	2	4	0	-0.0169914542	-0.2841124564	4.9685287051
3041	LINDSEI	SP031	see	present	obj	Spanish	spoken	9	2	7	0	0	3	0	-0.0169914542	-0.2841124564	4.9685287051
3042	ICE-GB	S2A-025	see	present	obj	English	spoken	101	2	99	0	19	3	0	-0.0169914542	-0.2841124564	4.9685287051
3043	ICE-GB	W2F-020	see	present	obj	English	written	15	2	13	0	3	1	0	-0.0169914542	-0.2841124564	4.9685287051
3044	ICLE	SPM05006	see	absent	obj	Spanish	written	39	2	37	0	4	2	0	-0.0169914542	-0.2841124564	4.9685287051
3045	ICE-GB	S2A-057	see	present	obj	English	spoken	67	2	65	0	12	2	0	-0.0169914542	-0.2841124564	4.9685287051
3046	ICLE	SPM06009	see	absent	obj	Spanish	written	23	2	21	0	0	2	0	-0.0169914542	-0.2841124564	4.9685287051
3047	LINDSEI	GE037	see	absent	obj	German	spoken	30	2	28	0	0	1	4	-0.0169914542	-0.2841124564	4.9685287051
3048	LINDSEI	GE006	see	present	obj	German	spoken	49	3	46	0	0	3	0	-0.0169914542	-0.2841124564	8.7067247429
3049	LINDSEI	SP006	see	absent	obj	Spanish	spoken	41	3	38	0	0	3	0	-0.0169914542	-0.2841124564	8.7067247429
3050	LINDSEI	GE043	see	present	obj	German	spoken	57	3	54	0	0	3	0	-0.0169914542	-0.2841124564	8.7067247429
3051	LINDSEI	GE003	see	present	obj	German	spoken	33	3	30	0	21	2	0	-0.0169914542	-0.2841124564	8.7067247429
3052	LINDSEI	SP011	see	present	obj	Spanish	spoken	14	3	11	0	0	3	0	-0.0169914542	-0.2841124564	8.7067247429
3053	LINDSEI	SP020	see	present	obj	Spanish	spoken	16	3	13	0	0	2	0	-0.0169914542	-0.2841124564	8.7067247429
3054	LINDSEI	GE003	see	present	obj	German	spoken	20	3	17	0	0	3	6	-0.0169914542	-0.2841124564	8.7067247429
3055	ICLE	GEAU1023	see	present	obj	German	written	49	28	21	0	7	14	5	-0.0169914542	-0.2841124564	3.5080911399
3056	ICLE	SPM09003	see	present	obj	Spanish	written	60	28	32	0	0	2	0	-0.0169914542	-0.2841124564	3.5080911399
3057	ICE-GB	S2A-043	see	present	obj	English	spoken	29	16	13	0	0	3	0	-0.0169914542	-0.2841124564	3.5080911399
3058	LINDSEI	SP035	see	present	obj	Spanish	spoken	43	11	32	0	0	2	0	-0.0169914542	-0.2841124564	3.5080911399
3059	LINDSEI	SP004	see	present	obj	Spanish	spoken	82	24	58	0	4	3	0	-0.0169914542	-0.2841124564	3.5080911399
3060	ICLE	SPAL1009	see	present	obj	Spanish	written	62	42	20	0	13	2	0	-0.0169914542	-0.2841124564	3.5080911399
3061	ICE-GB	S2A-028	see	present	obj	English	spoken	141	26	115	0	23	3	0	-0.0169914542	-0.2841124564	3.5080911399
3062	ICLE	SPM10003	see	present	obj	Spanish	written	88	50	38	0	56	2	3	-0.0169914542	-0.2841124564	3.5080911399
3063	ICE-GB	S1B-061	see	present	obj	English	spoken	41	16	25	0	0	1	0	-0.0169914542	-0.2841124564	3.5080911399
3064	ICLE	SPM05007	see	absent	obj	Spanish	written	69	16	53	0	61	2	0	-0.0169914542	-0.2841124564	3.5080911399
3065	ICE-GB	W2B-013	see	present	obj	English	written	119	60	59	0	4	3	0	-0.0169914542	-0.2841124564	3.5080911399
3066	ICE-GB	S2A-057	see	present	obj	English	spoken	221	44	177	0	0	3	4	-0.0169914542	-0.2841124564	3.5080911399
3067	ICE-GB	S2A-060	see	present	obj	English	spoken	74	39	35	0	0	3	0	-0.0169914542	-0.2841124564	3.5080911399
3068	ICE-GB	S2B-007	see	absent	obj	English	spoken	305	23	282	0	0	3	0	-0.0169914542	-0.2841124564	3.5080911399
3069	LINDSEI	SP006	see	absent	obj	Spanish	spoken	25	9	16	0	14	2	0	-0.0169914542	-0.2841124564	3.5080911399
3070	LINDSEI	SP006	see	present	obj	Spanish	spoken	75	11	64	0	12	2	0	-0.0169914542	-0.2841124564	3.5080911399
3071	ICLE	GESA4002	see	present	obj	German	written	58	27	31	0	0	3	3	-0.0169914542	-0.2841124564	3.5080911399
3072	ICE-GB	S2A-056	see	present	obj	English	spoken	31	15	16	0	0	3	0	-0.0169914542	-0.2841124564	3.5080911399
