CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
4064	288	7	female	open	3	two+	8	9
4065	248	8	female	open	4	two+	8	13
4066	201	1	female	closed	3	one	8	15
4067	135	2	female	closed	2	one	8	14
4068	199	3	female	open	4	two+	8	7
4069	61	4	female	closed	1	one	2	17
4070	46	6	female	closed	1	one	1	17
4071	500	8	female	open	5	one	15	3
4072	115	9	female	closed	2	two+	3	16
4073	363	10	female	open	6	one	8	11
4074	81	1	female	closed	2	one	5	17
4075	185	2	female	open	4	two+	8	11
4076	152	3	female	closed	3	one	1	15
4077	91	4	female	closed	2	one	6	16
4078	79	5	female	closed	1	one	2	15
4079	65	6	female	closed	1	one	5	17
4080	226	7	female	open	4	two+	14	4
4081	142	8	female	closed	3	one	4	13
4082	85	9	female	closed	2	one	1	16
4083	162	10	female	closed	2	two+	3	17
4084	123	1	female	open	3	two+	7	15
4085	149	2	female	closed	2	one	5	16
4086	162	4	female	closed	2	two+	1	16
4087	114	5	female	closed	2	one	5	16
4088	193	6	female	open	4	two+	6	15
4089	127	7	female	open	3	two+	8	11
4090	197	9	female	open	5	two+	11	12
4091	134	10	female	closed	2	two+	1	15
4092	178	1	male	closed	1	one	7	15
4093	144	2	male	closed	3	one	7	15
4094	190	3	male	closed	3	one	4	15
4095	152	4	male	unclear	1	one	8	16
4096	73	6	male	closed	2	two+	8	16
4097	44	7	male	closed	1	one	2	17
4098	127	8	male	closed	2	two+	7	14
4099	269	9	male	open	5	two+	14	2
4100	194	1	male	closed	1	one	5	18
4101	201	2	male	open	2	one	5	15
4102	202	3	male	closed	3	two+	3	16
4103	249	5	male	closed	2	one	5	16
4104	341	6	male	closed	3	one	11	10
4105	306	7	male	closed	3	one	5	16
4106	343	8	male	unclear	3	two+	7	15
4107	234	9	male	open	3	two+	6	15
4108	482	10	male	closed	4	one	12	8
4109	377	1	male	closed	1	one	7	15
4110	331	2	male	open	5	two+	9	10
4111	411	3	male	propname	3	one	9	8
4112	296	5	male	open	4	two+	12	7
4113	103	7	male	closed	2	one	4	17
4114	253	8	male	open	4	two+	14	8
4115	88	9	male	closed	2	one	3	17
4116	110	2	male	closed	2	two+	6	15
4117	81	5	male	open	3	one	7	15
4118	317	7	male	open	5	two+	11	9
4119	360	8	male	open	5	two+	9	12
4120	146	9	male	closed	3	one	9	14
4121	89	2	male	closed	1	one	2	18
4122	93	3	male	closed	3	two+	4	16
4123	213	4	male	open	5	two+	8	12
4124	157	5	male	closed	2	one	11	13
4125	263	7	male	open	2	two+	3	11
4126	137	9	male	closed	3	one	4	15
4127	400	10	male	open	5	two+	13	4
4128	355	1	female	closed	2	one	7	15
4129	152	2	female	closed	1	one	12	15
4130	178	5	female	closed	2	one	0	13
4131	313	6	female	open	3	two+	7	10
4132	349	7	female	propname	5	one	9	5
4133	505	8	female	open	4	two+	3	10
4134	359	9	female	open	3	two+	9	9
4135	421	10	female	open	4	two+	8	13
4136	546	1	female	open	3	two+	7	15
4137	480	2	female	closed	6	one	15	10
4138	128	5	female	closed	2	two+	4	18
4139	242	6	female	open	3	two+	13	6
4140	201	7	female	open	2	two+	6	14
4141	60	9	female	closed	2	two+	0	16
4142	445	10	female	closed	2	one	6	15
4143	121	2	male	closed	2	one	6	15
4144	183	3	male	closed	2	two+	2	18
4145	350	4	male	open	4	two+	14	6
4146	163	5	male	closed	2	two+	5	17
4147	119	6	male	closed	3	one	5	17
4148	83	7	male	closed	1	one	2	17
4149	247	8	male	closed	2	one	7	13
4150	246	9	male	closed	1	one	10	15
4151	242	10	male	closed	2	two+	4	15
4152	166	1	male	open	2	two+	7	15
4153	139	2	male	closed	2	one	5	15
4154	66	4	male	closed	1	one	2	17
4155	109	5	male	open	3	one	4	13
4156	106	6	male	closed	2	two+	2	17
4157	49	7	male	closed	1	one	5	17
4158	410	8	male	open	4	two+	16	4
4159	109	9	male	closed	2	two+	4	17
4160	159	10	male	closed	3	two+	3	16
4161	90	1	female	closed	3	one	7	16
4162	208	4	female	open	3	two+	1	15
4163	201	6	female	open	2	two+	7	11
4164	119	7	female	closed	1	one	4	17
4165	320	8	female	closed	4	one	5	13
4166	234	9	female	closed	2	one	8	17
4167	486	10	female	open	4	two+	7	12
4168	68	2	female	closed	2	two+	2	18
4169	147	3	female	open	3	two+	6	15
4170	156	4	female	closed	3	one	2	17
4171	68	6	female	closed	1	one	3	18
4172	82	7	female	closed	1	one	4	15
4173	158	8	female	closed	3	one	4	13
4174	150	9	female	closed	2	one	6	16
4175	182	10	female	closed	2	one	7	13
4176	87	1	female	closed	2	one	5	17
4177	68	2	female	closed	1	one	1	17
4178	298	3	female	open	5	two+	6	12
4179	150	4	female	open	3	two+	3	15
4180	47	5	female	closed	2	two+	3	18
4181	18	6	female	closed	1	one	4	15
4182	121	7	female	open	3	two+	1	15
4183	285	8	female	number	5	one	10	12
4184	178	9	female	open	2	one	8	14
4185	111	10	female	open	3	two+	8	13
4186	181	1	female	closed	3	one	5	17
4187	62	2	female	closed	1	one	2	17
4188	395	3	female	open	8	two+	10	10
4189	95	4	female	closed	2	one	4	18
4190	248	5	female	open	3	two+	8	13
4191	147	6	female	closed	2	one	0	17
4192	529	7	female	open	9	one	14	4
4193	84	8	female	closed	2	two+	4	16
4194	149	9	female	closed	2	one	3	16
4195	56	10	female	closed	2	one	3	17
4196	172	1	female	number	3	one	7	15
4197	97	2	female	closed	2	one	3	17
4198	172	3	female	closed	2	two+	7	14
4199	387	4	female	open	6	two+	11	6
4200	97	5	female	closed	2	two+	6	16
4201	219	6	female	open	3	two+	8	15
4202	301	7	female	open	3	two+	15	9
4203	143	8	female	closed	3	one	2	13
4204	114	9	female	closed	2	two+	3	18
4205	286	10	female	open	3	one	5	13
4206	177	1	male	open	3	two+	7	15
4207	103	2	male	closed	2	two+	4	16
4208	98	3	male	closed	1	one	4	14
4209	178	4	male	open	4	two+	4	15
4210	109	5	male	closed	3	two+	5	16
4211	150	6	male	closed	2	one	2	17
4212	158	7	male	open	3	one	4	15
4213	105	8	male	closed	2	two+	3	18
4214	537	9	male	open	6	two+	10	9
4215	270	10	male	closed	3	one	3	17
4216	312	1	female	closed	2	one	7	15
4217	114	2	female	closed	2	one	4	17
4218	159	4	female	closed	3	one	4	15
4219	295	6	female	open	3	two+	7	10
4220	68	7	female	closed	2	one	7	17
4221	88	8	female	closed	1	one	1	17
4222	225	1	male	closed	1	one	5	18
4223	59	2	male	closed	2	two+	3	16
4224	245	6	male	open	4	one	10	10
4225	230	8	male	open	4	one	15	5
4226	139	9	male	closed	2	one	3	16
4227	290	10	male	open	2	two+	8	14
4228	89	1	female	closed	2	one	8	14
4229	368	2	female	closed	3	one	13	11
4230	240	3	female	closed	1	one	1	17
4231	468	4	female	open	4	two+	13	6
4232	939	5	female	open	6	two+	6	3
4233	106	6	female	closed	2	two+	3	18
4234	206	7	female	open	3	two+	8	14
4235	691	10	female	open	7	two+	16	4
4236	97	1	female	closed	2	one	6	16
4237	142	2	female	unclear	2	one	10	11
4238	66	3	female	closed	2	one	0	16
4239	186	5	female	open	4	two+	10	13
4240	117	6	female	closed	3	two+	3	15
4241	113	7	female	closed	3	one	2	17
4242	92	8	female	closed	2	one	7	17
4243	198	9	female	open	4	two+	10	10
4244	285	10	female	closed	4	two+	1	15
4245	216	1	female	closed	1	one	7	15
4246	106	2	female	closed	1	one	3	18
4247	112	3	female	closed	2	two+	3	16
4248	91	4	female	closed	2	two+	1	16
4249	182	5	female	open	2	one	3	15
4250	250	6	female	open	4	two+	8	14
4251	88	7	female	closed	1	one	5	18
4252	106	8	female	closed	3	one	5	16
4253	77	9	female	closed	2	one	3	16
4254	281	10	female	open	3	two+	11	13
4255	175	1	female	closed	3	one	8	14
4256	135	2	female	closed	3	one	6	14
4257	201	3	female	closed	1	one	2	18
4258	224	4	female	open	2	two+	7	14
4259	146	5	female	closed	3	two+	6	13
4260	124	6	female	closed	2	one	5	16
4261	104	9	female	closed	2	one	1	18
4262	385	10	female	open	4	two+	12	6
4263	151	1	male	closed	1	one	7	15
4264	105	2	male	closed	2	two+	6	16
4265	186	6	male	closed	3	one	13	10
4266	284	7	male	closed	2	one	4	16
4267	125	9	male	closed	3	one	4	14
4268	352	10	male	closed	2	one	5	14
4269	68	1	male	closed	2	two+	5	17
4270	46	2	male	closed	1	one	1	17
4271	111	3	male	open	4	two+	5	15
4272	199	4	male	closed	3	one	9	14
4273	116	6	male	closed	1	one	4	18
4274	161	7	male	open	3	one	9	11
4275	102	9	male	closed	2	one	1	18
4276	149	1	female	open	3	two+	7	15
4277	182	2	female	closed	1	one	2	18
4278	130	4	female	closed	3	one	2	17
4279	81	5	female	closed	2	one	5	17
4280	137	6	female	closed	3	one	3	16
4281	240	7	female	open	4	two+	10	12
4282	135	8	female	closed	3	one	2	13
4283	199	9	female	closed	5	one	8	12
4284	434	10	female	open	3	two+	10	10
4285	132	1	male	closed	2	two+	4	18
4286	119	3	male	closed	2	two+	4	14
4287	279	4	male	open	4	two+	10	10
4288	126	5	male	closed	2	one	0	17
4289	276	6	male	open	3	two+	9	11
4290	147	8	male	closed	3	two+	7	15
4291	390	9	male	open	5	two+	15	9
4292	148	10	male	closed	2	two+	3	17
4293	245	1	female	closed	3	two+	8	15
4294	182	3	female	open	4	two+	3	15
4295	138	4	female	closed	3	two+	3	17
4296	137	5	female	closed	1	one	2	17
4297	113	6	female	closed	3	one	5	16
4298	175	7	female	closed	1	one	3	18
4299	185	8	female	closed	3	one	4	16
4300	331	9	female	open	6	two+	7	11
4301	290	10	female	closed	2	one	2	17
4302	62	1	male	closed	3	one	5	17
4303	134	2	male	closed	1	one	3	18
4304	208	3	male	closed	3	one	6	14
4305	270	5	male	number	5	one	10	12
4306	187	6	male	number	3	one	3	13
4307	73	7	male	closed	1	one	5	15
4308	348	8	male	number	6	two+	9	11
4309	147	9	male	closed	2	two+	8	16
4310	199	10	male	closed	3	one	5	15
4311	294	1	male	closed	1	one	5	18
4312	129	2	male	closed	3	one	4	16
4313	213	3	male	open	6	two+	7	11
4314	144	4	male	closed	2	one	7	16
4315	84	5	male	closed	1	one	2	15
4316	147	6	male	closed	2	one	6	16
4317	132	7	male	closed	1	one	2	15
4318	67	8	male	closed	2	one	7	15
4319	298	9	male	open	3	two+	14	7
4320	246	10	male	open	2	two+	6	14
4321	154	1	female	closed	3	one	9	13
4322	229	2	female	closed	1	one	2	18
4323	71	4	female	closed	2	one	2	16
4324	260	5	female	open	2	two+	3	15
4325	87	6	female	closed	1	one	4	18
4326	77	7	female	closed	1	one	4	15
4327	163	8	female	closed	3	two+	4	13
4328	401	9	female	open	4	two+	9	11
4329	409	10	female	open	3	two+	10	13
4330	218	1	female	closed	1	one	7	15
4331	180	2	female	open	2	two+	8	15
4332	150	3	female	closed	2	two+	3	18
4333	215	4	female	open	3	one	10	10
4334	82	6	female	closed	2	one	2	18
4335	305	7	female	propname	5	one	18	7
4336	208	8	female	propname	2	one	5	4
4337	516	9	female	open	6	one	4	4
4338	241	10	female	open	2	two+	3	16
4339	251	1	male	closed	2	one	9	14
4340	293	2	male	closed	3	one	3	13
4341	88	3	male	closed	2	two+	4	17
4342	229	4	male	closed	1	one	5	17
4343	461	5	male	open	6	two+	13	7
4344	156	6	male	closed	3	one	7	16
4345	157	7	male	closed	2	one	3	18
4346	278	8	male	open	3	two+	6	15
4347	288	10	male	open	2	one	6	11
4348	67	1	female	closed	1	one	5	18
4349	81	2	female	closed	1	one	3	14
4350	116	3	female	closed	1	one	5	18
4351	140	4	female	open	4	two+	3	15
4352	97	5	female	closed	1	one	3	18
4353	80	6	female	closed	3	one	6	14
4354	95	7	female	closed	2	one	2	17
4355	91	9	female	closed	2	two+	4	17
4356	186	10	female	closed	3	one	9	15
4357	140	2	female	closed	3	two+	5	15
4358	165	3	female	closed	1	one	3	18
4359	94	4	female	closed	3	one	5	16
4360	80	5	female	closed	1	one	3	17
4361	364	6	female	open	3	two+	8	11
4362	175	7	female	open	3	two+	10	10
4363	130	8	female	closed	2	two+	0	17
4364	228	1	male	closed	3	two+	7	16
4365	160	2	male	closed	2	one	4	18
4366	528	3	male	open	5	two+	11	9
4367	232	4	male	closed	2	one	7	18
4368	845	5	male	open	11	one	13	5
4369	151	6	male	closed	2	two+	4	15
4370	175	7	male	propname	2	one	10	8
4371	414	8	male	propname	4	one	8	6
4372	213	9	male	closed	3	one	5	14
4373	241	10	male	closed	2	one	3	16
4374	306	1	female	closed	3	one	8	15
4375	381	2	female	open	6	two+	13	11
4376	96	4	female	closed	2	one	7	13
4377	68	5	female	closed	2	one	0	16
4378	108	6	female	open	3	two+	5	15
4379	118	7	female	closed	2	one	5	17
4380	108	8	female	closed	3	two+	11	10
4381	372	9	female	open	6	one	6	11
4382	420	10	female	open	5	two+	3	12
4383	280	1	female	closed	2	one	7	15
4384	130	3	female	closed	1	one	2	18
4385	258	6	female	closed	3	one	5	14
4386	136	7	female	closed	3	two+	6	14
4387	292	9	female	open	3	two+	8	11
4388	450	10	female	open	4	two+	9	12
4389	146	1	male	closed	1	one	5	18
4390	418	2	male	open	3	two+	3	14
4391	150	5	male	number	3	two+	7	15
4392	283	6	male	open	3	one	9	11
4393	130	7	male	closed	2	two+	10	14
4394	473	8	male	open	6	one	11	10
4395	462	9	male	open	5	two+	10	12
4396	339	10	male	closed	3	one	12	12
4397	134	1	male	closed	1	one	5	18
4398	154	3	male	closed	2	one	2	17
4399	175	4	male	closed	4	two+	8	12
4400	117	5	male	closed	2	one	1	15
4401	124	6	male	closed	1	one	3	17
4402	130	7	male	closed	1	one	8	18
4403	226	8	male	open	4	two+	3	15
4404	80	9	male	closed	2	two+	2	17
4405	157	10	male	closed	4	one	8	12
4406	414	1	male	closed	2	one	7	15
4407	192	2	male	closed	2	one	7	16
4408	116	6	male	closed	2	two+	4	18
4409	539	7	male	open	5	two+	12	8
4410	193	9	male	closed	2	one	4	18
4411	153	1	male	closed	3	two+	5	17
4412	146	2	male	closed	2	two+	4	18
4413	123	3	male	open	2	two+	11	15
4414	122	4	male	closed	2	two+	5	18
4415	318	5	male	open	5	two+	13	7
4416	149	6	male	open	3	two+	3	12
4417	239	8	male	closed	1	one	3	18
4418	211	9	male	closed	2	one	9	14
4419	107	1	male	closed	3	one	7	16
4420	50	3	male	closed	1	one	5	14
4421	162	4	male	open	3	two+	4	15
4422	147	5	male	closed	2	one	4	17
4423	255	6	male	closed	2	one	8	13
4424	214	7	male	open	2	two+	9	12
4425	98	8	male	closed	3	one	9	14
4426	108	9	male	closed	2	one	4	16
4427	115	1	male	closed	2	one	5	17
4428	106	2	male	closed	1	one	1	17
4429	281	3	male	closed	3	two+	4	15
4430	534	4	male	open	3	two+	9	10
4431	316	5	male	open	5	two+	10	6
4432	177	6	male	closed	3	one	5	17
4433	324	7	male	open	4	two+	9	13
4434	147	9	male	closed	2	two+	6	18
4435	318	10	male	open	2	two+	3	15
4436	439	1	female	closed	1	one	7	15
4437	118	2	female	open	3	two+	10	13
4438	120	3	female	closed	2	one	3	14
4439	144	4	female	closed	2	two+	8	14
4440	269	5	female	open	3	two+	9	6
4441	179	6	female	closed	2	two+	6	14
4442	227	7	female	open	3	two+	10	10
4443	214	1	male	closed	2	one	6	16
4444	299	2	male	closed	1	one	4	15
4445	122	3	male	closed	1	one	7	15
4446	93	4	male	closed	2	two+	3	16
4447	225	5	male	closed	2	two+	5	16
4448	146	6	male	closed	2	one	5	16
4449	185	7	male	open	4	two+	8	14
4450	175	8	male	closed	1	one	7	15
4451	181	9	male	open	4	two+	6	14
4452	356	10	male	open	4	one	9	7
4453	196	1	female	closed	1	one	5	18
4454	142	2	female	closed	3	one	5	15
4455	122	3	female	closed	2	two+	2	16
4456	155	5	female	open	3	two+	7	13
4457	116	6	female	closed	3	one	3	17
4458	122	7	female	closed	3	one	4	16
4459	262	8	female	open	3	two+	11	10
4460	132	9	female	closed	2	one	2	17
4461	73	3	male	closed	1	one	3	15
4462	270	4	male	open	6	two+	7	13
4463	466	7	male	open	6	two+	14	4
4464	188	8	male	open	2	two+	4	14
4465	433	10	male	open	2	two+	9	10
4466	248	1	female	closed	4	one	8	14
4467	294	2	female	open	4	two+	12	9
4468	79	4	female	closed	2	one	4	17
4469	320	5	female	open	2	one	14	10
4470	316	6	female	open	3	two+	5	14
4471	136	7	female	closed	2	one	4	17
4472	176	8	female	open	2	two+	8	10
4473	329	9	female	closed	3	one	5	15
4474	398	10	female	open	3	two+	12	9
4475	196	1	female	closed	1	one	5	18
4476	285	2	female	closed	1	one	5	18
4477	193	4	female	open	3	two+	7	13
4478	220	6	female	open	3	two+	7	13
4479	204	7	female	closed	2	one	1	15
4480	277	8	female	closed	3	one	8	13
4481	318	9	female	open	4	two+	7	13
4482	472	10	female	open	4	two+	6	11
4483	104	2	female	closed	2	two+	3	18
4484	79	4	female	closed	2	one	2	17
4485	398	5	female	open	3	one	11	10
4486	87	7	female	closed	3	two+	5	17
4487	147	8	female	closed	2	one	4	18
4488	257	9	female	open	3	two+	10	12
4489	237	10	female	open	3	two+	5	12
4490	178	2	male	closed	3	one	5	17
4491	298	4	male	open	3	one	5	15
4492	87	5	male	closed	2	two+	8	16
4493	76	6	male	closed	1	one	2	17
4494	463	8	male	open	7	two+	9	7
4495	308	9	male	closed	4	one	2	15
4496	118	10	male	closed	2	two+	3	17
4497	103	2	female	closed	2	one	4	17
4498	104	4	female	closed	2	two+	5	17
4499	76	5	female	closed	1	one	1	17
4500	149	6	female	closed	2	one	5	17
4501	282	9	female	closed	1	one	1	17
4502	311	10	female	unclear	3	one	7	15
4503	142	2	male	closed	2	one	4	17
4504	130	4	male	closed	2	one	3	15
4505	227	5	male	closed	2	one	11	13
4506	52	8	male	closed	2	two+	0	16
4507	430	10	male	open	5	two+	8	9
4508	115	1	male	closed	3	one	7	16
4509	118	2	male	closed	2	one	4	16
4510	99	4	male	closed	2	one	0	17
4511	281	5	male	closed	3	one	13	15
4512	70	6	male	closed	2	two+	6	16
4513	191	7	male	open	4	two+	7	13
4514	289	8	male	open	4	one	11	12
4515	116	9	male	closed	3	one	2	13
4516	323	10	male	closed	1	one	5	18
4517	256	1	male	closed	2	one	7	15
4518	153	2	male	open	3	two+	7	15
4519	195	3	male	closed	2	two+	4	18
4520	101	5	male	closed	2	one	0	16
4521	137	6	male	open	2	one	9	11
4522	490	7	male	closed	6	one	6	12
4523	301	8	male	open	2	two+	7	15
4524	229	9	male	open	3	two+	10	10
4525	361	10	male	open	3	one	6	8
4526	99	1	male	closed	1	one	5	18
4527	105	3	male	closed	3	two+	6	14
4528	200	5	male	open	3	two+	7	14
4529	261	6	male	open	2	two+	4	14
4530	154	9	male	open	3	one	7	14
4531	233	10	male	open	2	one	4	14
4532	342	1	female	closed	1	one	11	12
4533	94	2	female	closed	3	two+	6	17
4534	107	3	female	closed	2	two+	4	18
4535	91	4	female	closed	1	one	6	14
4536	191	5	female	closed	3	one	3	16
4537	170	6	female	closed	2	one	2	17
4538	410	7	female	open	4	one	7	12
4539	436	8	female	closed	5	one	10	7
4540	247	9	female	closed	3	one	6	15
4541	349	10	female	open	4	two+	9	10
4542	124	1	male	closed	2	two+	13	9
4543	140	4	male	closed	2	one	4	16
4544	51	5	male	closed	1	one	5	14
4545	90	6	male	closed	2	one	2	15
4546	125	8	male	closed	2	one	0	17
4547	216	9	male	open	3	two+	7	12
4548	216	10	male	closed	3	one	4	14
4549	72	2	male	closed	2	one	1	16
4550	93	3	male	open	3	two+	8	13
4551	75	4	male	closed	3	one	4	15
4552	148	9	male	open	2	two+	6	14
4553	135	10	male	closed	2	one	6	13
4554	121	1	female	closed	1	one	5	18
4555	114	2	female	closed	2	one	3	16
4556	54	3	female	closed	2	one	1	16
4557	60	4	female	open	2	two+	3	15
4558	108	5	female	closed	2	one	5	15
4559	108	6	female	closed	1	one	3	18
4560	53	7	female	closed	1	one	4	15
4561	153	9	female	closed	2	two+	4	18
4562	208	10	female	closed	2	one	9	17
4563	154	2	female	open	4	one	5	12
4564	101	3	female	closed	1	one	4	18
4565	123	4	female	closed	3	one	4	16
4566	130	5	female	open	4	one	9	11
4567	164	9	female	number	2	one	6	14
4568	376	10	female	open	4	one	9	8
4569	133	1	female	closed	3	one	5	17
4570	147	2	female	closed	2	two+	6	15
4571	171	3	female	closed	3	one	3	16
4572	324	4	female	open	4	two+	11	9
4573	197	5	female	closed	3	one	5	16
4574	205	6	female	closed	3	one	5	17
4575	315	8	female	closed	5	one	14	7
4576	103	9	female	closed	2	two+	1	18
4577	188	10	female	open	5	one	8	12
4578	230	2	male	closed	2	one	3	14
4579	100	3	male	closed	2	one	8	14
4580	272	4	male	open	4	two+	9	8
4581	329	5	male	propname	5	one	8	5
4582	342	6	male	open	4	two+	5	11
4583	167	7	male	open	3	two+	9	10
4584	194	1	male	closed	3	one	8	15
4585	160	3	male	closed	3	one	5	16
4586	256	6	male	open	4	two+	9	10
4587	117	7	male	closed	1	one	8	15
4588	124	8	male	closed	2	two+	4	18
4589	228	10	male	open	3	two+	10	13
4590	587	1	female	open	8	one	16	6
4591	108	2	female	closed	2	two+	6	16
4592	183	3	female	closed	3	one	8	13
4593	88	4	female	closed	2	two+	1	15
4594	320	5	female	closed	6	one	7	13
4595	57	6	female	closed	3	one	3	17
4596	211	7	female	open	3	two+	9	12
4597	196	8	female	closed	2	one	5	14
4598	130	9	female	closed	3	one	8	14
4599	332	10	female	open	4	two+	14	7
4600	150	1	female	closed	1	one	7	15
4601	209	2	female	closed	2	one	6	16
4602	163	3	female	open	4	one	8	12
4603	220	4	female	closed	3	one	4	14
4604	106	5	female	closed	2	one	2	17
4605	62	6	female	closed	2	one	4	16
4606	82	7	female	closed	2	two+	4	17
4607	329	8	female	open	4	two+	9	12
4608	125	9	female	closed	3	two+	7	16
4609	247	10	female	closed	2	one	6	16
4610	72	1	female	open	3	two+	7	15
4611	116	2	female	closed	3	two+	4	17
4612	57	3	female	closed	1	one	2	17
4613	127	4	female	closed	3	one	4	15
4614	200	6	female	open	2	two+	7	15
4615	93	7	female	closed	2	one	4	17
4616	122	8	female	closed	3	one	6	13
4617	76	9	female	closed	2	one	1	16
4618	331	10	female	open	4	two+	7	11
4619	75	1	male	closed	2	two+	7	15
4620	60	2	male	closed	1	one	2	17
4621	173	3	male	closed	3	two+	4	15
4622	223	4	male	closed	3	one	7	13
4623	127	5	male	closed	2	two+	5	17
4624	456	6	male	open	3	one	12	8
4625	393	7	male	closed	4	one	5	15
4626	102	8	male	closed	2	two+	6	18
4627	325	9	male	open	2	two+	3	15
4628	1405	10	male	open	14	two+	15	0
4629	51	1	male	closed	1	one	5	18
4630	92	2	male	closed	1	one	3	14
4631	232	3	male	open	2	two+	4	12
4632	180	4	male	closed	2	one	4	16
4633	222	5	male	closed	4	one	7	12
4634	264	6	male	open	3	two+	9	13
4635	199	7	male	unclear	1	one	7	16
4636	119	8	male	closed	1	one	5	17
4637	304	9	male	open	4	two+	5	13
4638	317	10	male	open	3	one	2	13
4639	223	1	female	closed	2	one	7	15
4640	349	2	female	closed	5	one	8	14
4641	181	3	female	closed	2	one	9	15
4642	114	4	female	closed	3	one	6	16
4643	122	5	female	closed	1	one	2	18
4644	309	6	female	propname	5	one	16	8
4645	149	7	female	open	3	two+	8	12
4646	173	8	female	closed	2	one	1	14
4647	226	9	female	open	2	two+	9	14
4648	91	10	female	closed	2	two+	4	17
4649	122	1	male	closed	2	one	6	17
4650	201	2	male	open	4	two+	5	12
4651	324	3	male	open	5	two+	12	11
4652	127	5	male	open	4	two+	9	15
4653	158	6	male	closed	2	one	9	15
4654	276	8	male	open	5	two+	14	11
4655	142	9	male	closed	3	two+	4	17
4656	265	10	male	open	2	two+	7	14
4657	97	1	female	closed	3	two+	7	16
4658	48	2	female	closed	1	one	3	17
4659	108	3	female	closed	1	one	3	17
4660	298	5	female	open	3	two+	8	10
4661	484	7	female	open	6	two+	12	9
4662	164	8	female	open	3	two+	9	10
